location_id,country,state,city,postal_code,region,source_system
300081,USA,Texas,Dallas,66021,South,LOCATION_SYSTEM
300082,USA,Illinois,Chicago,50768,Midwest,LOCATION_SYSTEM
300083,USA,Ohio,Dayton,97745,Midwest,LOCATION_SYSTEM
300084,USA,Georgia,Atlanta,64696,South,LOCATION_SYSTEM
300085,USA,Massachusetts,Boston,10875,Northeast,LOCATION_SYSTEM
300086,USA,Ohio,Columbus,33015,Midwest,LOCATION_SYSTEM
300087,USA,Ohio,Dayton,12478,Midwest,LOCATION_SYSTEM
300088,USA,Texas,Dallas,84215,South,LOCATION_SYSTEM
300089,USA,Ohio,Dayton,79480,Midwest,LOCATION_SYSTEM
300090,USA,Ohio,Columbus,88077,Midwest,LOCATION_SYSTEM
300091,USA,New York,New York,17544,Northeast,LOCATION_SYSTEM
300092,USA,Washington,Seattle,68072,West,LOCATION_SYSTEM
300093,USA,Illinois,Chicago,54393,Midwest,LOCATION_SYSTEM
300094,USA,Georgia,Atlanta,53549,South,LOCATION_SYSTEM
300095,USA,Washington,Seattle,47857,West,LOCATION_SYSTEM
300096,USA,Ohio,Dayton,83222,Midwest,LOCATION_SYSTEM
300097,USA,Massachusetts,Boston,82920,Northeast,LOCATION_SYSTEM
300098,USA,Massachusetts,Boston,53946,Northeast,LOCATION_SYSTEM
300099,USA,Ohio,Dayton,35843,Midwest,LOCATION_SYSTEM
300100,USA,New York,New York,31305,Northeast,LOCATION_SYSTEM
300101,USA,Ohio,Columbus,85147,Midwest,LOCATION_SYSTEM
300102,USA,Texas,Dallas,13547,South,LOCATION_SYSTEM
300103,USA,Washington,Seattle,22041,West,LOCATION_SYSTEM
300104,USA,Massachusetts,Boston,12234,Northeast,LOCATION_SYSTEM
300105,USA,Massachusetts,Boston,95623,Northeast,LOCATION_SYSTEM
300106,USA,Washington,Seattle,83076,West,LOCATION_SYSTEM
300107,USA,Texas,Austin,86828,South,LOCATION_SYSTEM
300108,USA,Illinois,Chicago,12245,Midwest,LOCATION_SYSTEM
300109,USA,Washington,Seattle,65034,West,LOCATION_SYSTEM
300110,USA,Texas,Austin,17306,South,LOCATION_SYSTEM
300111,USA,Massachusetts,Boston,75448,Northeast,LOCATION_SYSTEM
300112,USA,Texas,Dallas,82153,South,LOCATION_SYSTEM
300113,USA,Washington,Seattle,38908,West,LOCATION_SYSTEM
300114,USA,Texas,Austin,32013,South,LOCATION_SYSTEM
300115,USA,Ohio,Columbus,58004,Midwest,LOCATION_SYSTEM
300116,USA,Illinois,Chicago,40228,Midwest,LOCATION_SYSTEM
300117,USA,Washington,Seattle,36097,West,LOCATION_SYSTEM
300118,USA,Georgia,Atlanta,73725,South,LOCATION_SYSTEM
300119,USA,Illinois,Chicago,76034,Midwest,LOCATION_SYSTEM
300120,USA,Texas,Austin,92369,South,LOCATION_SYSTEM
300121,USA,California,San Francisco,26826,West,LOCATION_SYSTEM
300122,USA,Texas,Dallas,76454,South,LOCATION_SYSTEM
300123,USA,Ohio,Columbus,54950,Midwest,LOCATION_SYSTEM
300124,USA,Washington,Seattle,72035,West,LOCATION_SYSTEM
300125,USA,Washington,Seattle,37483,West,LOCATION_SYSTEM
300126,USA,Texas,Austin,94495,South,LOCATION_SYSTEM
300127,USA,Georgia,Atlanta,88566,South,LOCATION_SYSTEM
300128,USA,California,San Francisco,52649,West,LOCATION_SYSTEM
300129,USA,New York,New York,56375,Northeast,LOCATION_SYSTEM
300130,USA,California,San Francisco,41176,West,LOCATION_SYSTEM
300131,USA,Massachusetts,Boston,40033,Northeast,LOCATION_SYSTEM
300132,USA,California,San Francisco,14093,West,LOCATION_SYSTEM
300133,USA,Illinois,Chicago,55149,Midwest,LOCATION_SYSTEM
300134,USA,Washington,Seattle,19426,West,LOCATION_SYSTEM
300135,USA,Texas,Dallas,85341,South,LOCATION_SYSTEM
300136,USA,Ohio,Dayton,71793,Midwest,LOCATION_SYSTEM
300137,USA,Washington,Seattle,42936,West,LOCATION_SYSTEM
300138,USA,Texas,Dallas,26712,South,LOCATION_SYSTEM
300139,USA,Georgia,Atlanta,73567,South,LOCATION_SYSTEM
300140,USA,Georgia,Atlanta,27322,South,LOCATION_SYSTEM
300141,USA,Ohio,Dayton,34348,Midwest,LOCATION_SYSTEM
300142,USA,Texas,Austin,34322,South,LOCATION_SYSTEM
300143,USA,Ohio,Columbus,28939,Midwest,LOCATION_SYSTEM
300144,USA,Texas,Dallas,98901,South,LOCATION_SYSTEM
300145,USA,New York,New York,96066,Northeast,LOCATION_SYSTEM
300146,USA,Ohio,Dayton,96154,Midwest,LOCATION_SYSTEM
300147,USA,Texas,Dallas,30460,South,LOCATION_SYSTEM
300148,USA,Texas,Austin,78851,South,LOCATION_SYSTEM
300149,USA,Massachusetts,Boston,79955,Northeast,LOCATION_SYSTEM
300150,USA,Georgia,Atlanta,72116,South,LOCATION_SYSTEM
300151,USA,Ohio,Dayton,98880,Midwest,LOCATION_SYSTEM
300152,USA,Texas,Austin,98484,South,LOCATION_SYSTEM
300153,USA,Illinois,Chicago,13976,Midwest,LOCATION_SYSTEM
300154,USA,Ohio,Dayton,93234,Midwest,LOCATION_SYSTEM
300155,USA,California,San Francisco,28211,West,LOCATION_SYSTEM
300156,USA,Ohio,Dayton,65504,Midwest,LOCATION_SYSTEM
300157,USA,Ohio,Columbus,13997,Midwest,LOCATION_SYSTEM
300158,USA,Massachusetts,Boston,47649,Northeast,LOCATION_SYSTEM
300159,USA,Ohio,Columbus,13168,Midwest,LOCATION_SYSTEM
300160,USA,Illinois,Chicago,86460,Midwest,LOCATION_SYSTEM
300161,USA,New York,New York,72119,Northeast,LOCATION_SYSTEM
300162,USA,New York,New York,54203,Northeast,LOCATION_SYSTEM
300163,USA,Texas,Dallas,28284,South,LOCATION_SYSTEM
300164,USA,Texas,Dallas,82002,South,LOCATION_SYSTEM
300165,USA,Illinois,Chicago,35125,Midwest,LOCATION_SYSTEM
300166,USA,New York,New York,71673,Northeast,LOCATION_SYSTEM
300167,USA,Texas,Dallas,62836,South,LOCATION_SYSTEM
300168,USA,Washington,Seattle,29056,West,LOCATION_SYSTEM
300169,USA,Ohio,Columbus,67965,Midwest,LOCATION_SYSTEM
300170,USA,Massachusetts,Boston,53860,Northeast,LOCATION_SYSTEM
300171,USA,New York,New York,31030,Northeast,LOCATION_SYSTEM
300172,USA,Texas,Austin,77477,South,LOCATION_SYSTEM
300173,USA,Ohio,Dayton,44984,Midwest,LOCATION_SYSTEM
300174,USA,Texas,Dallas,61904,South,LOCATION_SYSTEM
300175,USA,Georgia,Atlanta,21766,South,LOCATION_SYSTEM
300176,USA,New York,New York,48633,Northeast,LOCATION_SYSTEM
300177,USA,Texas,Austin,37782,South,LOCATION_SYSTEM
300178,USA,Massachusetts,Boston,16948,Northeast,LOCATION_SYSTEM
300179,USA,Massachusetts,Boston,67122,Northeast,LOCATION_SYSTEM
300180,USA,Georgia,Atlanta,21643,South,LOCATION_SYSTEM
300181,USA,Georgia,Atlanta,20830,South,LOCATION_SYSTEM
300182,USA,Massachusetts,Boston,17020,Northeast,LOCATION_SYSTEM
300183,USA,Georgia,Atlanta,80635,South,LOCATION_SYSTEM
300184,USA,Ohio,Columbus,72199,Midwest,LOCATION_SYSTEM
300185,USA,Washington,Seattle,51827,West,LOCATION_SYSTEM
300186,USA,California,San Francisco,27161,West,LOCATION_SYSTEM
300187,USA,New York,New York,51949,Northeast,LOCATION_SYSTEM
300188,USA,Texas,Dallas,74986,South,LOCATION_SYSTEM
300189,USA,Ohio,Dayton,13163,Midwest,LOCATION_SYSTEM
300190,USA,Washington,Seattle,24531,West,LOCATION_SYSTEM
300191,USA,Ohio,Dayton,32712,Midwest,LOCATION_SYSTEM
300192,USA,Texas,Dallas,38732,South,LOCATION_SYSTEM
300193,USA,Illinois,Chicago,30989,Midwest,LOCATION_SYSTEM
300194,USA,Massachusetts,Boston,59573,Northeast,LOCATION_SYSTEM
300195,USA,Washington,Seattle,20321,West,LOCATION_SYSTEM
300196,USA,Ohio,Columbus,61394,Midwest,LOCATION_SYSTEM
300197,USA,Georgia,Atlanta,26502,South,LOCATION_SYSTEM
300198,USA,New York,New York,71799,Northeast,LOCATION_SYSTEM
300199,USA,Ohio,Dayton,41976,Midwest,LOCATION_SYSTEM
300200,USA,Massachusetts,Boston,87934,Northeast,LOCATION_SYSTEM
300201,USA,Texas,Dallas,98843,South,LOCATION_SYSTEM
300202,USA,Ohio,Columbus,97841,Midwest,LOCATION_SYSTEM
300203,USA,Texas,Dallas,96543,South,LOCATION_SYSTEM
300204,USA,Illinois,Chicago,95969,Midwest,LOCATION_SYSTEM
300205,USA,Washington,Seattle,86273,West,LOCATION_SYSTEM
300206,USA,Ohio,Dayton,41967,Midwest,LOCATION_SYSTEM
300207,USA,Illinois,Chicago,52909,Midwest,LOCATION_SYSTEM
300208,USA,New York,New York,19880,Northeast,LOCATION_SYSTEM
300209,USA,Illinois,Chicago,79165,Midwest,LOCATION_SYSTEM
300210,USA,Massachusetts,Boston,88281,Northeast,LOCATION_SYSTEM
300211,USA,New York,New York,29358,Northeast,LOCATION_SYSTEM
300212,USA,Georgia,Atlanta,95267,South,LOCATION_SYSTEM
300213,USA,Texas,Dallas,19446,South,LOCATION_SYSTEM
300214,USA,Georgia,Atlanta,13937,South,LOCATION_SYSTEM
300215,USA,Ohio,Columbus,15110,Midwest,LOCATION_SYSTEM
300216,USA,Ohio,Columbus,81066,Midwest,LOCATION_SYSTEM
300217,USA,California,San Francisco,56208,West,LOCATION_SYSTEM
300218,USA,Washington,Seattle,11478,West,LOCATION_SYSTEM
300219,USA,California,San Francisco,73555,West,LOCATION_SYSTEM
300220,USA,Washington,Seattle,47548,West,LOCATION_SYSTEM
300221,USA,Massachusetts,Boston,73707,Northeast,LOCATION_SYSTEM
300222,USA,Ohio,Dayton,38905,Midwest,LOCATION_SYSTEM
300223,USA,Massachusetts,Boston,21250,Northeast,LOCATION_SYSTEM
300224,USA,New York,New York,22780,Northeast,LOCATION_SYSTEM
300225,USA,New York,New York,45087,Northeast,LOCATION_SYSTEM
300226,USA,New York,New York,48125,Northeast,LOCATION_SYSTEM
300227,USA,Georgia,Atlanta,12920,South,LOCATION_SYSTEM
300228,USA,New York,New York,90280,Northeast,LOCATION_SYSTEM
300229,USA,Texas,Austin,41944,South,LOCATION_SYSTEM
300230,USA,Texas,Austin,78932,South,LOCATION_SYSTEM
300231,USA,California,San Francisco,36591,West,LOCATION_SYSTEM
300232,USA,Texas,Dallas,73374,South,LOCATION_SYSTEM
300233,USA,Texas,Dallas,61982,South,LOCATION_SYSTEM
300234,USA,Texas,Austin,36056,South,LOCATION_SYSTEM
300235,USA,Ohio,Dayton,53358,Midwest,LOCATION_SYSTEM
300236,USA,New York,New York,62598,Northeast,LOCATION_SYSTEM
300237,USA,Texas,Austin,16575,South,LOCATION_SYSTEM
300238,USA,New York,New York,31837,Northeast,LOCATION_SYSTEM
300239,USA,Illinois,Chicago,63253,Midwest,LOCATION_SYSTEM
300240,USA,Georgia,Atlanta,41789,South,LOCATION_SYSTEM
300241,USA,Ohio,Columbus,79878,Midwest,LOCATION_SYSTEM
300242,USA,California,San Francisco,75631,West,LOCATION_SYSTEM
300243,USA,California,San Francisco,32701,West,LOCATION_SYSTEM
300244,USA,Ohio,Columbus,78297,Midwest,LOCATION_SYSTEM
300245,USA,Illinois,Chicago,28615,Midwest,LOCATION_SYSTEM
300246,USA,California,San Francisco,39059,West,LOCATION_SYSTEM
300247,USA,Georgia,Atlanta,56939,South,LOCATION_SYSTEM
300248,USA,Illinois,Chicago,38013,Midwest,LOCATION_SYSTEM
300249,USA,Georgia,Atlanta,44583,South,LOCATION_SYSTEM
300250,USA,Massachusetts,Boston,74487,Northeast,LOCATION_SYSTEM
300251,USA,Washington,Seattle,34363,West,LOCATION_SYSTEM
300252,USA,Texas,Austin,43331,South,LOCATION_SYSTEM
300253,USA,Texas,Dallas,48283,South,LOCATION_SYSTEM
300254,USA,Georgia,Atlanta,17519,South,LOCATION_SYSTEM
300255,USA,Georgia,Atlanta,36333,South,LOCATION_SYSTEM
300256,USA,Washington,Seattle,28684,West,LOCATION_SYSTEM
300257,USA,Illinois,Chicago,86659,Midwest,LOCATION_SYSTEM
300258,USA,Texas,Austin,63641,South,LOCATION_SYSTEM
300259,USA,Texas,Dallas,50251,South,LOCATION_SYSTEM
300260,USA,Washington,Seattle,49257,West,LOCATION_SYSTEM
300261,USA,Massachusetts,Boston,37563,Northeast,LOCATION_SYSTEM
300262,USA,Ohio,Dayton,42918,Midwest,LOCATION_SYSTEM
300263,USA,Ohio,Columbus,12384,Midwest,LOCATION_SYSTEM
300264,USA,California,San Francisco,50406,West,LOCATION_SYSTEM
300265,USA,California,San Francisco,95940,West,LOCATION_SYSTEM
300266,USA,Massachusetts,Boston,90095,Northeast,LOCATION_SYSTEM
300267,USA,Illinois,Chicago,11425,Midwest,LOCATION_SYSTEM
300268,USA,Ohio,Columbus,88066,Midwest,LOCATION_SYSTEM
300269,USA,Texas,Dallas,93480,South,LOCATION_SYSTEM
300270,USA,New York,New York,74269,Northeast,LOCATION_SYSTEM
300271,USA,Texas,Austin,82254,South,LOCATION_SYSTEM
300272,USA,Illinois,Chicago,75436,Midwest,LOCATION_SYSTEM
300273,USA,California,San Francisco,94149,West,LOCATION_SYSTEM
300274,USA,Illinois,Chicago,62974,Midwest,LOCATION_SYSTEM
300275,USA,Massachusetts,Boston,13092,Northeast,LOCATION_SYSTEM
300276,USA,New York,New York,35513,Northeast,LOCATION_SYSTEM
300277,USA,Washington,Seattle,54362,West,LOCATION_SYSTEM
300278,USA,New York,New York,26301,Northeast,LOCATION_SYSTEM
300279,USA,Ohio,Dayton,70833,Midwest,LOCATION_SYSTEM
300280,USA,Ohio,Columbus,70033,Midwest,LOCATION_SYSTEM
300281,USA,Massachusetts,Boston,12910,Northeast,LOCATION_SYSTEM
300282,USA,Illinois,Chicago,56088,Midwest,LOCATION_SYSTEM
300283,USA,California,San Francisco,14911,West,LOCATION_SYSTEM
300284,USA,Texas,Austin,66020,South,LOCATION_SYSTEM
300285,USA,Washington,Seattle,72432,West,LOCATION_SYSTEM
300286,USA,Texas,Austin,27500,South,LOCATION_SYSTEM
300287,USA,Texas,Dallas,20064,South,LOCATION_SYSTEM
300288,USA,Washington,Seattle,64018,West,LOCATION_SYSTEM
300289,USA,Washington,Seattle,30218,West,LOCATION_SYSTEM
300290,USA,Ohio,Dayton,29881,Midwest,LOCATION_SYSTEM
300291,USA,Ohio,Dayton,68457,Midwest,LOCATION_SYSTEM
300292,USA,Illinois,Chicago,56965,Midwest,LOCATION_SYSTEM
300293,USA,New York,New York,85184,Northeast,LOCATION_SYSTEM
300294,USA,Illinois,Chicago,61732,Midwest,LOCATION_SYSTEM
300295,USA,New York,New York,55751,Northeast,LOCATION_SYSTEM
300296,USA,Massachusetts,Boston,20568,Northeast,LOCATION_SYSTEM
300297,USA,Texas,Dallas,49246,South,LOCATION_SYSTEM
300298,USA,Texas,Dallas,48833,South,LOCATION_SYSTEM
300299,USA,Washington,Seattle,70757,West,LOCATION_SYSTEM
300300,USA,New York,New York,59827,Northeast,LOCATION_SYSTEM
300301,USA,Texas,Austin,40393,South,LOCATION_SYSTEM
300302,USA,Illinois,Chicago,84563,Midwest,LOCATION_SYSTEM
300303,USA,Illinois,Chicago,63462,Midwest,LOCATION_SYSTEM
300304,USA,Texas,Dallas,68518,South,LOCATION_SYSTEM
300305,USA,Massachusetts,Boston,66031,Northeast,LOCATION_SYSTEM
300306,USA,Ohio,Columbus,33827,Midwest,LOCATION_SYSTEM
300307,USA,Ohio,Dayton,44203,Midwest,LOCATION_SYSTEM
300308,USA,California,San Francisco,91542,West,LOCATION_SYSTEM
300309,USA,New York,New York,75150,Northeast,LOCATION_SYSTEM
300310,USA,Illinois,Chicago,73166,Midwest,LOCATION_SYSTEM
300311,USA,Washington,Seattle,17473,West,LOCATION_SYSTEM
300312,USA,Washington,Seattle,91204,West,LOCATION_SYSTEM
300313,USA,California,San Francisco,13995,West,LOCATION_SYSTEM
300314,USA,Illinois,Chicago,94227,Midwest,LOCATION_SYSTEM
300315,USA,Georgia,Atlanta,31841,South,LOCATION_SYSTEM
300316,USA,California,San Francisco,21151,West,LOCATION_SYSTEM
300317,USA,Georgia,Atlanta,97314,South,LOCATION_SYSTEM
300318,USA,Ohio,Columbus,21383,Midwest,LOCATION_SYSTEM
300319,USA,California,San Francisco,96544,West,LOCATION_SYSTEM
300320,USA,California,San Francisco,66206,West,LOCATION_SYSTEM
300321,USA,California,San Francisco,33262,West,LOCATION_SYSTEM
300322,USA,Georgia,Atlanta,28450,South,LOCATION_SYSTEM
300323,USA,New York,New York,97622,Northeast,LOCATION_SYSTEM
300324,USA,Massachusetts,Boston,26312,Northeast,LOCATION_SYSTEM
300325,USA,Texas,Dallas,63118,South,LOCATION_SYSTEM
300326,USA,Texas,Austin,43869,South,LOCATION_SYSTEM
300327,USA,Massachusetts,Boston,11411,Northeast,LOCATION_SYSTEM
300328,USA,Washington,Seattle,66814,West,LOCATION_SYSTEM
300329,USA,New York,New York,71549,Northeast,LOCATION_SYSTEM
300330,USA,Georgia,Atlanta,38674,South,LOCATION_SYSTEM
300331,USA,Texas,Dallas,82895,South,LOCATION_SYSTEM
300332,USA,Texas,Dallas,86425,South,LOCATION_SYSTEM
300333,USA,California,San Francisco,17049,West,LOCATION_SYSTEM
300334,USA,Texas,Austin,91958,South,LOCATION_SYSTEM
300335,USA,New York,New York,83452,Northeast,LOCATION_SYSTEM
300336,USA,Illinois,Chicago,96706,Midwest,LOCATION_SYSTEM
300337,USA,Texas,Austin,98522,South,LOCATION_SYSTEM
300338,USA,Illinois,Chicago,36443,Midwest,LOCATION_SYSTEM
300339,USA,Ohio,Columbus,44632,Midwest,LOCATION_SYSTEM
300340,USA,Ohio,Columbus,39951,Midwest,LOCATION_SYSTEM
300341,USA,California,San Francisco,14462,West,LOCATION_SYSTEM
300342,USA,Texas,Dallas,89377,South,LOCATION_SYSTEM
300343,USA,New York,New York,78666,Northeast,LOCATION_SYSTEM
300344,USA,California,San Francisco,20666,West,LOCATION_SYSTEM
300345,USA,Washington,Seattle,19294,West,LOCATION_SYSTEM
300346,USA,Texas,Austin,12071,South,LOCATION_SYSTEM
300347,USA,Ohio,Columbus,19700,Midwest,LOCATION_SYSTEM
300348,USA,Georgia,Atlanta,13199,South,LOCATION_SYSTEM
300349,USA,Illinois,Chicago,74708,Midwest,LOCATION_SYSTEM
300350,USA,New York,New York,40162,Northeast,LOCATION_SYSTEM
300351,USA,Illinois,Chicago,81370,Midwest,LOCATION_SYSTEM
300352,USA,California,San Francisco,32924,West,LOCATION_SYSTEM
300353,USA,Texas,Dallas,69608,South,LOCATION_SYSTEM
300354,USA,Washington,Seattle,70844,West,LOCATION_SYSTEM
300355,USA,Illinois,Chicago,25994,Midwest,LOCATION_SYSTEM
300356,USA,Ohio,Columbus,53808,Midwest,LOCATION_SYSTEM
300357,USA,California,San Francisco,79657,West,LOCATION_SYSTEM
300358,USA,Washington,Seattle,86562,West,LOCATION_SYSTEM
300359,USA,New York,New York,35017,Northeast,LOCATION_SYSTEM
300360,USA,Massachusetts,Boston,49771,Northeast,LOCATION_SYSTEM
300361,USA,Ohio,Dayton,10420,Midwest,LOCATION_SYSTEM
300362,USA,Massachusetts,Boston,24568,Northeast,LOCATION_SYSTEM
300363,USA,Ohio,Columbus,18143,Midwest,LOCATION_SYSTEM
300364,USA,California,San Francisco,28506,West,LOCATION_SYSTEM
300365,USA,Ohio,Columbus,32013,Midwest,LOCATION_SYSTEM
300366,USA,Washington,Seattle,12732,West,LOCATION_SYSTEM
300367,USA,New York,New York,65458,Northeast,LOCATION_SYSTEM
300368,USA,Illinois,Chicago,73156,Midwest,LOCATION_SYSTEM
300369,USA,Massachusetts,Boston,59568,Northeast,LOCATION_SYSTEM
300370,USA,Ohio,Columbus,90464,Midwest,LOCATION_SYSTEM
300371,USA,Massachusetts,Boston,60972,Northeast,LOCATION_SYSTEM
300372,USA,Illinois,Chicago,47964,Midwest,LOCATION_SYSTEM
300373,USA,California,San Francisco,36427,West,LOCATION_SYSTEM
300374,USA,Texas,Dallas,77750,South,LOCATION_SYSTEM
300375,USA,Texas,Dallas,69740,South,LOCATION_SYSTEM
300376,USA,Texas,Dallas,36747,South,LOCATION_SYSTEM
300377,USA,Ohio,Columbus,15990,Midwest,LOCATION_SYSTEM
300378,USA,New York,New York,92478,Northeast,LOCATION_SYSTEM
300379,USA,Washington,Seattle,67401,West,LOCATION_SYSTEM
300380,USA,Illinois,Chicago,13293,Midwest,LOCATION_SYSTEM
300381,USA,Texas,Dallas,21302,South,LOCATION_SYSTEM
300382,USA,Ohio,Dayton,71558,Midwest,LOCATION_SYSTEM
300383,USA,New York,New York,70008,Northeast,LOCATION_SYSTEM
300384,USA,Texas,Dallas,94569,South,LOCATION_SYSTEM
300385,USA,California,San Francisco,42312,West,LOCATION_SYSTEM
300386,USA,Texas,Dallas,85746,South,LOCATION_SYSTEM
300387,USA,Illinois,Chicago,44569,Midwest,LOCATION_SYSTEM
300388,USA,Ohio,Columbus,45401,Midwest,LOCATION_SYSTEM
300389,USA,Washington,Seattle,21861,West,LOCATION_SYSTEM
300390,USA,Texas,Austin,73024,South,LOCATION_SYSTEM
300391,USA,California,San Francisco,72896,West,LOCATION_SYSTEM
300392,USA,Georgia,Atlanta,80241,South,LOCATION_SYSTEM
300393,USA,Massachusetts,Boston,11815,Northeast,LOCATION_SYSTEM
300394,USA,Texas,Austin,69975,South,LOCATION_SYSTEM
300395,USA,Texas,Austin,17485,South,LOCATION_SYSTEM
300396,USA,Georgia,Atlanta,89868,South,LOCATION_SYSTEM
300397,USA,Texas,Dallas,53393,South,LOCATION_SYSTEM
300398,USA,Texas,Austin,57748,South,LOCATION_SYSTEM
300399,USA,Ohio,Columbus,30248,Midwest,LOCATION_SYSTEM
300400,USA,Ohio,Dayton,91023,Midwest,LOCATION_SYSTEM
300401,USA,Massachusetts,Boston,69473,Northeast,LOCATION_SYSTEM
300402,USA,California,San Francisco,54646,West,LOCATION_SYSTEM
