product_id,product_name,category,subcategory,brand,supplier,unit_cost,selling_price,source_system
200157,Nike Kitchen Model 158,Home,Kitchen,Nike,Nike Supplier,1116.03,1975.96,PRODUCT_SYSTEM
200158,Lenovo Furniture Model 159,Home,Furniture,Lenovo,Lenovo Supplier,413.56,701.65,PRODUCT_SYSTEM
200159,Nike Furniture Model 160,Home,Furniture,Nike,Nike Supplier,33.2,47.18,PRODUCT_SYSTEM
200160,Logitech Accessories Model 161,Electronics,Accessories,Logitech,Logitech Supplier,1036.75,1694.64,PRODUCT_SYSTEM
200161,HP Accessories Model 162,Electronics,Accessories,HP,HP Supplier,32.03,52.86,PRODUCT_SYSTEM
200162,Dell Accessories Model 163,Electronics,Accessories,Dell,Dell Supplier,880.6,1053.29,PRODUCT_SYSTEM
200163,HP Furniture Model 164,Home,Furniture,HP,HP Supplier,619.69,1020.24,PRODUCT_SYSTEM
200164,Nike Personal Care Model 165,Beauty,Personal Care,Nike,Nike Supplier,1183.88,1815.37,PRODUCT_SYSTEM
200165,Dell Supplies Model 166,Office,Supplies,Dell,Dell Supplier,748.82,1273.14,PRODUCT_SYSTEM
200166,Samsung Fitness Model 167,Sports,Fitness,Samsung,Samsung Supplier,844.07,1149.65,PRODUCT_SYSTEM
200167,Apple Kitchen Model 168,Home,Kitchen,Apple,Apple Supplier,442.4,643.47,PRODUCT_SYSTEM
200168,Samsung Men Model 169,Clothing,Men,Samsung,Samsung Supplier,283.39,463.56,PRODUCT_SYSTEM
200169,Dell Personal Care Model 170,Beauty,Personal Care,Dell,Dell Supplier,949.16,1421.66,PRODUCT_SYSTEM
200170,Adidas Personal Care Model 171,Beauty,Personal Care,Adidas,Adidas Supplier,964.83,1714.65,PRODUCT_SYSTEM
200171,Samsung Supplies Model 172,Office,Supplies,Samsung,Samsung Supplier,1019.61,1550.0,PRODUCT_SYSTEM
200172,Nike Personal Care Model 173,Beauty,Personal Care,Nike,Nike Supplier,581.71,653.43,PRODUCT_SYSTEM
200173,Generic Supplies Model 174,Office,Supplies,Generic,Generic Supplier,952.9,1237.27,PRODUCT_SYSTEM
200174,HP Women Model 175,Clothing,Women,HP,HP Supplier,1096.34,1852.2,PRODUCT_SYSTEM
200175,Samsung Accessories Model 176,Electronics,Accessories,Samsung,Samsung Supplier,1010.6,1339.03,PRODUCT_SYSTEM
200176,Nike Women Model 177,Clothing,Women,Nike,Nike Supplier,1120.38,1891.3,PRODUCT_SYSTEM
200177,Dell Personal Care Model 178,Beauty,Personal Care,Dell,Dell Supplier,227.05,329.85,PRODUCT_SYSTEM
200178,Lenovo Personal Care Model 179,Beauty,Personal Care,Lenovo,Lenovo Supplier,540.28,688.28,PRODUCT_SYSTEM
200179,Logitech Supplies Model 180,Office,Supplies,Logitech,Logitech Supplier,549.86,929.64,PRODUCT_SYSTEM
200180,Logitech Fitness Model 181,Sports,Fitness,Logitech,Logitech Supplier,179.61,204.0,PRODUCT_SYSTEM
200181,Nike Monitors Model 182,Electronics,Monitors,Nike,Nike Supplier,107.18,191.05,PRODUCT_SYSTEM
200182,HP Supplies Model 183,Office,Supplies,HP,HP Supplier,1050.98,1507.0,PRODUCT_SYSTEM
200183,Logitech Fitness Model 184,Sports,Fitness,Logitech,Logitech Supplier,163.42,280.87,PRODUCT_SYSTEM
200184,Lenovo Monitors Model 185,Electronics,Monitors,Lenovo,Lenovo Supplier,1025.13,1218.25,PRODUCT_SYSTEM
200185,Lenovo Supplies Model 186,Office,Supplies,Lenovo,Lenovo Supplier,764.19,1288.77,PRODUCT_SYSTEM
200186,Adidas Kitchen Model 187,Home,Kitchen,Adidas,Adidas Supplier,888.16,1104.51,PRODUCT_SYSTEM
200187,Nike Kitchen Model 188,Home,Kitchen,Nike,Nike Supplier,65.83,102.04,PRODUCT_SYSTEM
200188,Lenovo Furniture Model 189,Home,Furniture,Lenovo,Lenovo Supplier,474.84,840.02,PRODUCT_SYSTEM
200189,Lenovo Women Model 190,Clothing,Women,Lenovo,Lenovo Supplier,803.05,913.66,PRODUCT_SYSTEM
200190,Adidas Fitness Model 191,Sports,Fitness,Adidas,Adidas Supplier,548.72,648.36,PRODUCT_SYSTEM
200191,HP Men Model 192,Clothing,Men,HP,HP Supplier,1122.27,1437.06,PRODUCT_SYSTEM
200192,HP Laptops Model 193,Electronics,Laptops,HP,HP Supplier,275.52,450.6,PRODUCT_SYSTEM
200193,Adidas Women Model 194,Clothing,Women,Adidas,Adidas Supplier,490.84,727.59,PRODUCT_SYSTEM
200194,Samsung Accessories Model 195,Electronics,Accessories,Samsung,Samsung Supplier,610.67,944.76,PRODUCT_SYSTEM
200195,Dell Fitness Model 196,Sports,Fitness,Dell,Dell Supplier,538.11,766.0,PRODUCT_SYSTEM
200196,Apple Fitness Model 197,Sports,Fitness,Apple,Apple Supplier,17.48,29.97,PRODUCT_SYSTEM
200197,Apple Monitors Model 198,Electronics,Monitors,Apple,Apple Supplier,916.25,1563.07,PRODUCT_SYSTEM
200198,Samsung Women Model 199,Clothing,Women,Samsung,Samsung Supplier,966.06,1367.63,PRODUCT_SYSTEM
200199,HP Furniture Model 200,Home,Furniture,HP,HP Supplier,111.05,128.87,PRODUCT_SYSTEM
200200,Sony Personal Care Model 201,Beauty,Personal Care,Sony,Sony Supplier,807.47,1279.66,PRODUCT_SYSTEM
200201,Sony Men Model 202,Clothing,Men,Sony,Sony Supplier,409.74,693.06,PRODUCT_SYSTEM
200202,Generic Laptops Model 203,Electronics,Laptops,Generic,Generic Supplier,574.71,804.06,PRODUCT_SYSTEM
200203,Apple Kitchen Model 204,Home,Kitchen,Apple,Apple Supplier,963.21,1526.21,PRODUCT_SYSTEM
200204,Samsung Monitors Model 205,Electronics,Monitors,Samsung,Samsung Supplier,818.26,1031.11,PRODUCT_SYSTEM
200205,Lenovo Kitchen Model 206,Home,Kitchen,Lenovo,Lenovo Supplier,132.12,175.38,PRODUCT_SYSTEM
200206,HP Supplies Model 207,Office,Supplies,HP,HP Supplier,222.95,382.56,PRODUCT_SYSTEM
200207,Samsung Laptops Model 208,Electronics,Laptops,Samsung,Samsung Supplier,1137.4,1697.11,PRODUCT_SYSTEM
200208,Apple Accessories Model 209,Electronics,Accessories,Apple,Apple Supplier,140.69,209.17,PRODUCT_SYSTEM
200209,Logitech Monitors Model 210,Electronics,Monitors,Logitech,Logitech Supplier,1109.91,1915.32,PRODUCT_SYSTEM
200210,Generic Furniture Model 211,Home,Furniture,Generic,Generic Supplier,424.15,499.6,PRODUCT_SYSTEM
200211,Generic Fitness Model 212,Sports,Fitness,Generic,Generic Supplier,391.33,618.76,PRODUCT_SYSTEM
200212,HP Monitors Model 213,Electronics,Monitors,HP,HP Supplier,965.57,1161.41,PRODUCT_SYSTEM
200213,Sony Furniture Model 214,Home,Furniture,Sony,Sony Supplier,396.26,649.51,PRODUCT_SYSTEM
200214,Generic Women Model 215,Clothing,Women,Generic,Generic Supplier,510.03,806.42,PRODUCT_SYSTEM
200215,Dell Men Model 216,Clothing,Men,Dell,Dell Supplier,1085.47,1846.78,PRODUCT_SYSTEM
200216,Lenovo Men Model 217,Clothing,Men,Lenovo,Lenovo Supplier,462.85,660.61,PRODUCT_SYSTEM
200217,Apple Women Model 218,Clothing,Women,Apple,Apple Supplier,463.93,513.56,PRODUCT_SYSTEM
200218,HP Laptops Model 219,Electronics,Laptops,HP,HP Supplier,861.7,984.01,PRODUCT_SYSTEM
200219,Sony Fitness Model 220,Sports,Fitness,Sony,Sony Supplier,38.43,44.84,PRODUCT_SYSTEM
200220,Logitech Women Model 221,Clothing,Women,Logitech,Logitech Supplier,217.7,350.72,PRODUCT_SYSTEM
200221,Dell Laptops Model 222,Electronics,Laptops,Dell,Dell Supplier,793.01,1274.84,PRODUCT_SYSTEM
200222,Nike Laptops Model 223,Electronics,Laptops,Nike,Nike Supplier,746.26,963.71,PRODUCT_SYSTEM
200223,Generic Women Model 224,Clothing,Women,Generic,Generic Supplier,1066.13,1782.71,PRODUCT_SYSTEM
200224,Logitech Supplies Model 225,Office,Supplies,Logitech,Logitech Supplier,126.0,155.37,PRODUCT_SYSTEM
200225,Sony Accessories Model 226,Electronics,Accessories,Sony,Sony Supplier,522.73,703.41,PRODUCT_SYSTEM
200226,Samsung Supplies Model 227,Office,Supplies,Samsung,Samsung Supplier,190.33,296.11,PRODUCT_SYSTEM
200227,Dell Monitors Model 228,Electronics,Monitors,Dell,Dell Supplier,301.55,386.69,PRODUCT_SYSTEM
200228,Adidas Kitchen Model 229,Home,Kitchen,Adidas,Adidas Supplier,989.25,1160.18,PRODUCT_SYSTEM
200229,Adidas Fitness Model 230,Sports,Fitness,Adidas,Adidas Supplier,681.76,1166.6,PRODUCT_SYSTEM
200230,HP Fitness Model 231,Sports,Fitness,HP,HP Supplier,649.74,814.38,PRODUCT_SYSTEM
200231,Nike Accessories Model 232,Electronics,Accessories,Nike,Nike Supplier,291.64,362.58,PRODUCT_SYSTEM
